id;Box_ID;Descrizione
18940;32725;SERVIZIO: INGEGNERIA | RESPONSABILE: CLAPIZ | DOCUMENTO: ML DA: 020-ML-901 VOL. 6 A: 050-ML-901 VOL. 2
18941;32726;SERVIZIO: INGEGNERIA | RESPONSABILE: CLAPIZ | DOCUMENTO: ML DA: 050-ML-901 VOL. 3 A: 065-ML-901 VOL. 1
18942;32727;SERVIZIO: INGEGNERIA | RESPONSABILE: CLAPIZ | DOCUMENTO: ML DA: 065-ML-901 VOL. 2 A: 085-ML-901 VOL. 2
18977;32884;SERVIZIO: INGEGNERIA | RESPONSABILE: MONTIS | DOCUMENTO: PG DA: 206 VOL. 1 IN A: 206 VOL. 3 OUT
19009;32982;SERVIZIO: INGEGNERIA | RESPONSABILE: RUFINI | DOCUMENTO: AG DA: 202 A: 202
19010;32983;SERVIZIO: INGEGNERIA | RESPONSABILE: RUFINI | DOCUMENTO: AG DA: 202 A: 202
19011;32984;SERVIZIO: INGEGNERIA | RESPONSABILE: RUFINI | DOCUMENTO: AG DA: 202 A: 202
19012;32985;SERVIZIO: INGEGNERIA | RESPONSABILE: RUFINI | DOCUMENTO: AG DA: 202 A: 202
19013;32986;SERVIZIO: INGEGNERIA | RESPONSABILE: RUFINI | DOCUMENTO: AG DA: 301 VOL. 51 A: 301 VOL. 53
19014;32987;SERVIZIO: INGEGNERIA | RESPONSABILE: RUFINI | DOCUMENTO: AG DA: 243 VOL. 1 REV. 22 A: 243 VOL. 3 REV. 22
19015;32988;SERVIZIO: INGEGNERIA | RESPONSABILE: RUFINI | DOCUMENTO: AG DA: 243 VOL. 4 REV. 22 A: 243 VOL. 6 REV. 22
19016;32989;SERVIZIO: INGEGNERIA | RESPONSABILE: RUFINI | DOCUMENTO: AG DA: 243 VOL. 7 REV. 22 A: 243 VOL. 9 REV. 22
19017;32990;SERVIZIO: INGEGNERIA | RESPONSABILE: RUFINI | DOCUMENTO: PG DA: 001.01 VOL. 1 A: 011 VOL. 22
19018;32991;SERVIZIO: INGEGNERIA | RESPONSABILE: RUFINI | DOCUMENTO: PG DA: 014 VOL. 1 A: 241 VOL. 1
19019;32992;SERVIZIO: INGEGNERIA | RESPONSABILE: RUFINI | DOCUMENTO: PG DA: 242 VOL. 10 A: 246 VOL. 1
19020;32993;SERVIZIO: INGEGNERIA | RESPONSABILE: RUFINI | DOCUMENTO: PG DA: 410 VOL. 2 A: 804 VOL. 14
19021;32994;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 82 A: 87
19022;32995;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 88 A: 93
19023;32996;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 94 A: 98
19024;32997;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 99 A: 103
19025;32998;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 104 A: 108
19026;32999;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 109 A: 114
19027;33000;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 115 A: 120
19028;33001;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 121 A: 126
19029;33002;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 127 A: 132
19030;33003;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 133 A: 138
19031;33004;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 139 A: 144
19032;33005;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 145 A: 150
19033;33006;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 151 A: 156
19034;33007;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 157 A: 162
19035;33008;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 163 A: 168
19036;33009;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 169 A: 174
19037;33010;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 175 A: 180
19038;33011;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 181 A: 186
19039;33012;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 187 A: 192
19040;33013;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 193 A: 198
19041;33014;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 199 A: 204
19042;33015;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 205 A: 210
19043;33016;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 211 A: 216
19044;33017;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 217 A: 222
19045;33018;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 223 A: 228
19046;33019;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 229 A: 234
19047;33020;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 235 A: 239
19048;33021;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 241 A: 246
19049;33022;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 247 A: 254
19050;33023;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 255 A: 259
19051;33024;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 261 A: 266
19052;33025;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 267 A: 272
19053;33026;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 275 A: 282
19054;33027;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 283 A: 288
19055;33028;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 289 A: 294
19056;33029;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 295 A: 300
19057;33030;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 301 A: 306
19058;33031;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 307 A: 312
19059;33032;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 313 A: 318
19060;33033;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 319 A: 324
19061;33034;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 325 A: 330
19062;33035;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 331 A: 336
19063;33036;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 337 A: 342
19064;33037;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 343 A: 348
19065;33038;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 349 A: 354
19066;33039;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 355 A: 360
19067;33040;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 361 A: 366
19068;33041;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 367 A: 372
19069;33042;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 373 A: 378
19070;33043;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 379 A: 384
19071;33044;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 385 A: 390
19072;33045;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 391 A: 396
19073;33046;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 397 A: 402
19074;33047;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 403 A: 408
19075;33048;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 409 A: 414
19076;33049;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 415 A: 420
19077;33050;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 421 A: 426
19078;33051;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 427 A: 432
19079;33052;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 433 A: 438
19080;33053;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 439 A: 444
19081;33054;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 445 A: 450
19082;33055;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 451 A: 456
19083;33056;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 457 A: 462
19084;33057;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 463 A: 468
19085;33058;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 469 A: 474
19086;33059;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 475 A: 480
19087;33060;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 481 A: 486
19088;33061;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 487 A: 492
19089;33062;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 493 A: 498
19090;33063;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 499 A: 504
19091;33064;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 505 A: 510
19092;33065;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 511 A: 516
19093;33066;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 517 A: 522
19094;33067;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 523 A: 528
19095;33068;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 529 A: 533
19096;33069;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 534 A: 538
19097;33070;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 539 A: 544
19098;33071;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 545 A: 550
19099;33072;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 551 A: 555
19100;33073;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 556 A: 560
19101;33074;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 561 A: 565
19102;33075;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 566 A: 571
19103;33076;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 572 A: 577
19104;33077;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 578 A: 583
19105;33078;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 584 A: 589
19106;33079;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 590 A: 595
19107;33080;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 596 A: 601
19108;33081;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 602 A: 607
19109;33082;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 608 A: 613
19110;33083;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 614 A: 619
19111;33084;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 620 A: 625
19112;33085;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 626 A: 631
19113;33086;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 632 A: 637
19114;33087;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 638 A: 638
19115;33088;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 62 A: 67
19116;33089;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 68 A: 73
19117;33090;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 74 A: 75
19118;33091;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 240 A: 269
19119;33092;SERVIZIO: INGEGNERIA | RESPONSABILE: ENGRAPH | DOCUMENTO: K78 DA: 273 A: 278
19120;33093;SERVIZIO: LEGALE | RESPONSABILE: DI BIAGIO | DOCUMENTO: LEX DA: 1154 A: 1159
19121;33094;SERVIZIO: LEGALE | RESPONSABILE: DI BIAGIO | DOCUMENTO: LEX DA: 1160 A: 1164
19122;33095;SERVIZIO: LEGALE | RESPONSABILE: DI BIAGIO | DOCUMENTO: LEX DA: 1165 A: 1169
19123;33096;SERVIZIO: LEGALE | RESPONSABILE: DI BIAGIO | DOCUMENTO: LEX DA: 1170 A: 1174
19124;33097;SERVIZIO: LEGALE | RESPONSABILE: DI BIAGIO | DOCUMENTO: LEX DA: 1175 A: 1180
19126;33099;SERVIZIO: LEGALE | RESPONSABILE: DI BIAGIO | DOCUMENTO: LEX DA: 1186 A: 1191
19127;33100;SERVIZIO: LEGALE | RESPONSABILE: DI BIAGIO | DOCUMENTO: LEX DA: 1192 A: 1197
19128;33101;SERVIZIO: LEGALE | RESPONSABILE: DI BIAGIO | DOCUMENTO: LEX DA: 1198 A: 1201
19129;33102;SERVIZIO: PREVENTIVI | RESPONSABILE: RUSSO | DOCUMENTO:  DA: SCATOLA 1 A: 
19130;33103;SERVIZIO: PREVENTIVI | RESPONSABILE: RUSSO | DOCUMENTO:  DA: SCATOLA 2 A: 
19131;33104;SERVIZIO: PREVENTIVI | RESPONSABILE: RUSSO | DOCUMENTO:  DA: SCATOLA 3 A: 
19132;33105;SERVIZIO: PREVENTIVI | RESPONSABILE: RUSSO | DOCUMENTO:  DA: SCATOLA 4 A: 
19133;33106;SERVIZIO: PREVENTIVI | RESPONSABILE: RUSSO | DOCUMENTO:  DA: SCATOLA 5 A: 
19134;33107;SERVIZIO: PREVENTIVI | RESPONSABILE: RUSSO | DOCUMENTO:  DA: SCATOLA 6 A: 
19135;33108;SERVIZIO: PREVENTIVI | RESPONSABILE: RUSSO | DOCUMENTO:  DA: SCATOLA 7 A: 
19136;33109;SERVIZIO: PREVENTIVI | RESPONSABILE: RUSSO | DOCUMENTO:  DA: SCATOLA 8 A: 
19137;33110;SERVIZIO: PREVENTIVI | RESPONSABILE: RUSSO | DOCUMENTO:  DA: SCATOLA 9 A: 
19138;33111;SERVIZIO: PREVENTIVI | RESPONSABILE: RUSSO | DOCUMENTO:  DA: SCATOLA 10 A: 
19139;33112;SERVIZIO: PREVENTIVI | RESPONSABILE: RUSSO | DOCUMENTO:  DA: SCATOLA 11 A: 
19140;33113;SERVIZIO: PREVENTIVI | RESPONSABILE: RUSSO | DOCUMENTO:  DA: SCATOLA 12 A: 
19141;33114;SERVIZIO: PREVENTIVI | RESPONSABILE: RUSSO | DOCUMENTO:  DA: SCATOLA 13 A: 
19142;33115;SERVIZIO: PREVENTIVI | RESPONSABILE: RUSSO | DOCUMENTO:  DA: SCATOLA 14 A: 
19143;33116;SERVIZIO: PREVENTIVI | RESPONSABILE: RUSSO | DOCUMENTO:  DA: SCATOLA 15 A: 
19144;33117;SERVIZIO: PREVENTIVI | RESPONSABILE: RUSSO | DOCUMENTO:  DA: SCATOLA 16 A: 
19145;33118;SERVIZIO: AMMINISTRAZIONE | RESPONSABILE: COCCO | DOCUMENTO: FATTURE DA: 2879 A: 2883
19146;33119;SERVIZIO: AMMINISTRAZIONE | RESPONSABILE: COCCO | DOCUMENTO: FATTURE DA: 2884 A: 2889
19147;33120;SERVIZIO: AMMINISTRAZIONE | RESPONSABILE: COCCO | DOCUMENTO: FATTURE DA: 2890 A: 2894
19148;33121;SERVIZIO: AMMINISTRAZIONE | RESPONSABILE: COCCO | DOCUMENTO: FATTURE DA: 2895 A: 2899
19149;33122;SERVIZIO: AMMINISTRAZIONE | RESPONSABILE: COCCO | DOCUMENTO: FATTURE DA: 2900 A: 2905
19150;33123;SERVIZIO: AMMINISTRAZIONE | RESPONSABILE: COCCO | DOCUMENTO: FATTURE DA: 2906 A: 2910
19151;33124;SERVIZIO: AMMINISTRAZIONE | RESPONSABILE: COCCO | DOCUMENTO: FATTURE DA: 2911 A: 2916
19153;33126;SERVIZIO: AMMINISTRAZIONE | RESPONSABILE: COCCO | DOCUMENTO: FATTURE DA: 2922 A: 2926
19154;33127;SERVIZIO: AMMINISTRAZIONE | RESPONSABILE: COCCO | DOCUMENTO: FATTURE DA: 2927 A: 2931
19155;33128;SERVIZIO: AMMINISTRAZIONE | RESPONSABILE: COCCO | DOCUMENTO: FATTURE DA: 2932 A: 2936
19156;33129;SERVIZIO: AMMINISTRAZIONE | RESPONSABILE: COCCO | DOCUMENTO: FATTURE DA: 2937 A: 2941
19157;33130;SERVIZIO: AMMINISTRAZIONE | RESPONSABILE: COCCO | DOCUMENTO: FATTURE DA: 2942 A: 2946
19158;33131;SERVIZIO: AMMINISTRAZIONE | RESPONSABILE: COCCO | DOCUMENTO: FATTURE DA: 2947 A: 2951
19160;33133;SERVIZIO: AMMINISTRAZIONE | RESPONSABILE: COCCO | DOCUMENTO: FATTURE DA: 2956 A: 2958
19161;33134;SERVIZIO: INGEGNERIA | RESPONSABILE: BARONE | DOCUMENTO: AG DA: AG 252 (7000 ML 100 VOL. 1) A: AG 252 (7000 ML 100 VOL. 6)
19162;33135;SERVIZIO: INGEGNERIA | RESPONSABILE: BARONE | DOCUMENTO: AG DA: 252 (7000 ML 100 VOL. 7) A: 252 (7000 ML 100 VOL. 12)
19164;33137;SERVIZIO: INGEGNERIA | RESPONSABILE: BARONE | DOCUMENTO: VD DA: 1620.01 VOL. 1 A: 1652.02 VOL. 5
19165;33138;SERVIZIO: INGEGNERIA | RESPONSABILE: BARONE | DOCUMENTO: VD DA: 1654.01 VOL. 7 A: 1661.01 VOL. 7
19168;33141;SERVIZIO: INGEGNERIA | RESPONSABILE: BARONE | DOCUMENTO: VD DA: 1692.01 VOL. 6 A: 1800.02 VOL. 27
19169;33142;SERVIZIO: INGEGNERIA | RESPONSABILE: BARONE | DOCUMENTO: VD DA: 1800.02 VOL. 28 A: 1800.02 VOL. 30
19170;33143;SERVIZIO: INGEGNERIA | RESPONSABILE: BARONE | DOCUMENTO: VD DA: 1800.02 VOL. 31 A: 1800.02 VOL. 35
19173;33146;SERVIZIO: INGEGNERIA | RESPONSABILE: BARONE | DOCUMENTO: VD DA: 2510.01 VOL. 3 A: 4046.01 VOL. 6
19174;33147;SERVIZIO: INGEGNERIA | RESPONSABILE: BARONE | DOCUMENTO: VD DA: 4046.01 VOL. 7 A: 4041.01 VOL. 8
19175;33148;SERVIZIO: INGEGNERIA | RESPONSABILE: BARONE | DOCUMENTO: VD DA: 1800.02 VOL. 42 A: 4352.01 VOL. 1
19176;33149;SERVIZIO: INGEGNERIA | RESPONSABILE: BARONE | DOCUMENTO: VD DA: 4352.01 VOL. 2 A: 4352.01 VOL. 14
19177;33150;SERVIZIO: INGEGNERIA | RESPONSABILE: BARONE | DOCUMENTO: VD DA: 4352.01 VOL. 15 A: 4352.01 VOL. 21
19178;33151;SERVIZIO: INGEGNERIA | RESPONSABILE: BARONE | DOCUMENTO: AG DA: 071 A: 071
19180;33153;SERVIZIO: INGEGNERIA | RESPONSABILE: BARONE | DOCUMENTO: AG DA: 243 VOL. 1 A: 243 VOL. 4
19181;33154;SERVIZIO: INGEGNERIA | RESPONSABILE: BARONE | DOCUMENTO: AG DA: 243 VOL. 5 A: 243 VOL. 8
19184;33157;SERVIZIO: INGEGNERIA | RESPONSABILE: BARONE | DOCUMENTO: AG DA: 071 A: 071
19367;33474;SERVIZIO: INGEGNERIA | RESPONSABILE: TRIVELLI | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
19368;33475;SERVIZIO: INGEGNERIA | RESPONSABILE: TRIVELLI | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
19369;33476;SERVIZIO: INGEGNERIA | RESPONSABILE: TRIVELLI | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
19370;33477;SERVIZIO: INGEGNERIA | RESPONSABILE: TRIVELLI | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
19371;33478;SERVIZIO: INGEGNERIA | RESPONSABILE: TRIVELLI | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
19372;33479;SERVIZIO: INGEGNERIA | RESPONSABILE: TRIVELLI | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
19373;33480;SERVIZIO: INGEGNERIA | RESPONSABILE: TRIVELLI | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
19374;33481;SERVIZIO: INGEGNERIA | RESPONSABILE: TRIVELLI | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
19375;33482;SERVIZIO: INGEGNERIA | RESPONSABILE: TRIVELLI | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
19376;33483;SERVIZIO: INGEGNERIA | RESPONSABILE: TRIVELLI | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
19377;33484;SERVIZIO: INGEGNERIA | RESPONSABILE: TRIVELLI | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
19378;33485;SERVIZIO: INGEGNERIA | RESPONSABILE: TRIVELLI | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
19379;33486;SERVIZIO: INGEGNERIA | RESPONSABILE: TRIVELLI | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
19380;33487;SERVIZIO: INGEGNERIA | RESPONSABILE: TRIVELLI | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
19381;33488;SERVIZIO: INGEGNERIA | RESPONSABILE: TRIVELLI | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
19382;33489;SERVIZIO: INGEGNERIA | RESPONSABILE: TRIVELLI | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
19383;33490;SERVIZIO: INGEGNERIA | RESPONSABILE: TRIVELLI | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
19384;33491;SERVIZIO: INGEGNERIA | RESPONSABILE: TRIVELLI | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
19385;33492;SERVIZIO: INGEGNERIA | RESPONSABILE: TRIVELLI | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
19386;33493;SERVIZIO: INGEGNERIA | RESPONSABILE: TRIVELLI | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
19387;33494;SERVIZIO: INGEGNERIA | RESPONSABILE: TRIVELLI | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
19388;33495;SERVIZIO: INGEGNERIA | RESPONSABILE: TRIVELLI | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
19389;33496;SERVIZIO: INGEGNERIA | RESPONSABILE: TRIVELLI | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
19390;33497;SERVIZIO: INGEGNERIA | RESPONSABILE: TRIVELLI | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
19391;33498;SERVIZIO: INGEGNERIA | RESPONSABILE: TRIVELLI | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
19392;33499;SERVIZIO: INGEGNERIA | RESPONSABILE: TRIVELLI | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
19393;33500;SERVIZIO: INGEGNERIA | RESPONSABILE: TRIVELLI | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
19394;33501;SERVIZIO: INGEGNERIA | RESPONSABILE: TRIVELLI | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
19395;33502;SERVIZIO: INGEGNERIA | RESPONSABILE: TRIVELLI | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
19396;33503;SERVIZIO: INGEGNERIA | RESPONSABILE: TRIVELLI | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
19397;33504;SERVIZIO: INGEGNERIA | RESPONSABILE: TRIVELLI | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
19398;33505;SERVIZIO: INGEGNERIA | RESPONSABILE: TRIVELLI | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
19399;33506;SERVIZIO: INGEGNERIA | RESPONSABILE: TRIVELLI | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
19400;33507;SERVIZIO: INGEGNERIA | RESPONSABILE: TRIVELLI | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
19401;33508;SERVIZIO: INGEGNERIA | RESPONSABILE: TRIVELLI | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
19402;33509;SERVIZIO: INGEGNERIA | RESPONSABILE: TRIVELLI | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
19403;33510;SERVIZIO: INGEGNERIA | RESPONSABILE: TRIVELLI | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
19404;33511;SERVIZIO: INGEGNERIA | RESPONSABILE: TRIVELLI | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
19405;33512;SERVIZIO: INGEGNERIA | RESPONSABILE: TRIVELLI | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
19406;33513;SERVIZIO: INGEGNERIA | RESPONSABILE: TRIVELLI | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
